1.150000e-07 -2.068140e-15 -1.634363e-03
1.160000e-07 -1.103706e-14 -3.226939e-03
1.170000e-07 -2.577403e-14 -6.376728e-03
1.180000e-07 -5.401253e-14 -1.261158e-02
1.190000e-07 -1.106116e-13 -2.496346e-02
1.200000e-07 -2.254266e-13 -4.945422e-02
1.210000e-07 -6.334192e-13 -1.342860e-01
1.220000e-07 -1.221959e-12 -2.432891e-01
1.230000e-07 -1.826150e-12 -3.311411e-01
1.240000e-07 -2.458851e-12 -3.911328e-01
1.250000e-07 -3.136559e-12 -4.192699e-01
1.260000e-07 -3.879682e-12 -4.143304e-01
1.270000e-07 -4.713042e-12 -3.776998e-01
1.280000e-07 -5.666716e-12 -3.130370e-01
1.290000e-07 -6.777325e-12 -2.258192e-01
1.300000e-07 -8.089879e-12 -1.228055e-01
1.310000e-07 -9.190281e-12 -4.478108e-02
1.320000e-07 -1.476864e-11 -2.239784e-02
1.330000e-07 -2.831117e-11 -1.119606e-02
1.340000e-07 -5.714555e-11 -5.593351e-03
1.350000e-07 -1.168961e-10 -2.792716e-03
1.360000e-07 -2.399903e-10 -1.393573e-03
1.370000e-07 -4.933400e-10 -6.949940e-04
1.380000e-07 -1.014882e-09 -3.464025e-04
1.390000e-07 -2.089025e-09 -1.725559e-04
1.400000e-07 -4.302462e-09 -8.590687e-05
1.410000e-07 -8.866090e-09 -4.274402e-05
1.420000e-07 -1.828050e-08 -2.125555e-05
1.430000e-07 -3.771243e-08 -1.056378e-05
1.440000e-07 -7.784326e-08 -5.247070e-06
1.450000e-07 -1.607672e-07 -2.604752e-06
1.460000e-07 -3.322107e-07 -1.292329e-06
1.470000e-07 -6.868617e-07 -6.408521e-07
1.480000e-07 -1.420902e-06 -3.176903e-07
1.490000e-07 -2.941022e-06 -1.575619e-07
1.500000e-07 -6.090756e-06 -7.842910e-08
1.510000e-07 -1.262068e-05 -3.968169e-08
1.520000e-07 -2.616572e-05 -2.140213e-08
1.530000e-07 -5.427764e-05 -1.418051e-08
1.540000e-07 -1.126541e-04 -1.429795e-08
1.550000e-07 -2.339436e-04 -2.182774e-08
1.560000e-07 -4.860858e-04 -4.069249e-08
1.570000e-07 -1.010536e-03 -8.072404e-08
1.580000e-07 -2.101978e-03 -1.628158e-07
1.590000e-07 -4.374631e-03 -3.298829e-07
1.600000e-07 -9.109434e-03 -6.694070e-07
1.610000e-07 -2.633733e-02 -1.873927e-06
1.620000e-07 -5.353487e-02 -3.591797e-06
1.630000e-07 -8.615103e-02 -5.314950e-06
1.640000e-07 -1.276638e-01 -7.056818e-06
1.650000e-07 -1.826188e-01 -8.837832e-06
1.660000e-07 -2.571629e-01 -1.068532e-05
1.670000e-07 -3.597740e-01 -1.263320e-05
1.680000e-07 -5.022517e-01 -1.472084e-05
1.690000e-07 -7.010249e-01 -1.699014e-05
